Dates,Category,Descript,DayOfWeek,PdDistrict
2006-03-23 00:05:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,NORTHERN
2006-03-23 00:05:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,NORTHERN
2006-03-22 22:59:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,BAYVIEW
2006-03-22 20:40:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,MISSION
2006-03-22 20:05:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,NORTHERN
2006-03-22 20:05:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,NORTHERN
2006-03-22 17:40:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,PARK
2006-03-22 17:40:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Wednesday,PARK
2006-03-22 17:07:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,TENDERLOIN
2006-03-22 17:07:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Wednesday,TENDERLOIN
2006-03-22 17:07:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Wednesday,TENDERLOIN
2006-03-22 16:50:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Wednesday,PARK
2006-03-22 16:50:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,PARK
2006-03-22 16:30:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2006-03-22 16:10:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,NORTHERN
2006-03-22 16:00:00,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",Wednesday,TENDERLOIN
2006-03-22 15:55:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Wednesday,TENDERLOIN
2006-03-22 15:30:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,TARAVAL
2006-03-22 14:52:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Wednesday,INGLESIDE
2006-03-22 14:26:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,BAYVIEW
2006-03-22 14:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TARAVAL
2006-03-22 13:59:00,SUICIDE,SUICIDE BY JUMPING,Wednesday,NORTHERN
2006-03-22 13:50:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Wednesday,SOUTHERN
2006-03-22 13:21:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2006-03-22 12:48:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,NORTHERN
2006-03-22 11:13:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,PARK
2006-03-22 09:20:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,MISSION
2006-03-22 08:38:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,MISSION
2006-03-22 07:56:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,NORTHERN
2006-03-22 07:50:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,MISSION
2006-03-22 07:50:00,DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,Wednesday,MISSION
2006-03-22 07:46:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,TARAVAL
2006-03-22 07:35:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2006-03-22 03:15:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,SOUTHERN
2006-03-22 01:55:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,PARK
2006-03-21 23:00:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,CENTRAL
2006-03-21 23:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,CENTRAL
2006-03-21 21:37:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,SOUTHERN
2006-03-21 21:37:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,SOUTHERN
2006-03-21 20:12:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,TENDERLOIN
2006-03-21 19:42:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,TENDERLOIN
2006-03-21 19:22:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,SOUTHERN
2006-03-21 19:15:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN
2006-03-21 18:23:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,BAYVIEW
2006-03-21 16:33:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN
2006-03-21 16:30:00,DRUG/NARCOTIC,SALE OF COCAINE,Tuesday,MISSION
2006-03-21 14:25:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,NORTHERN
2006-03-21 13:43:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,SOUTHERN
2006-03-21 13:43:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,RICHMOND
2006-03-21 13:43:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,SOUTHERN
2006-03-21 13:43:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,RICHMOND
2006-03-21 13:43:00,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Tuesday,RICHMOND
2006-03-21 13:41:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,INGLESIDE
2006-03-21 13:09:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,SOUTHERN
2006-03-21 13:04:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Tuesday,MISSION
2006-03-21 13:04:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,MISSION
2006-03-21 12:11:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,MISSION
2006-03-21 12:11:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,MISSION
2006-03-21 11:54:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,MISSION
2006-03-21 09:55:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,MISSION
2006-03-21 09:55:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Tuesday,MISSION
2006-03-21 09:24:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,MISSION
2006-03-21 09:00:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Tuesday,TENDERLOIN
2006-03-21 08:02:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,MISSION
2006-03-21 08:02:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,MISSION
2006-03-21 07:43:00,DRUG/NARCOTIC,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR",Tuesday,TENDERLOIN
2006-03-21 07:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,MISSION
2006-03-21 04:45:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,NORTHERN
2006-03-20 22:14:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,MISSION
2006-03-20 19:55:00,DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,Monday,SOUTHERN
2006-03-20 19:55:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2006-03-20 19:50:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2006-03-20 19:40:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2006-03-20 19:20:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2006-03-20 19:20:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2006-03-20 19:19:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,NORTHERN
2006-03-20 19:19:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,NORTHERN
2006-03-20 19:19:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,NORTHERN
2006-03-20 19:14:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2006-03-20 19:14:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2006-03-20 19:00:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,CENTRAL
2006-03-20 18:05:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,BAYVIEW
2006-03-20 17:44:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,BAYVIEW
2006-03-20 17:36:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,NORTHERN
2006-03-20 17:36:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,NORTHERN
2006-03-20 16:50:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,MISSION
2006-03-20 16:50:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,NORTHERN
2006-03-20 16:50:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,MISSION
2006-03-20 16:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,BAYVIEW
2006-03-20 16:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,BAYVIEW
2006-03-20 16:00:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2006-03-20 15:45:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2006-03-20 15:20:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,NORTHERN
2006-03-20 15:20:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,NORTHERN
2006-03-20 15:15:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,NORTHERN
2006-03-20 14:15:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2006-03-20 14:15:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,TENDERLOIN
2006-03-20 13:45:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,BAYVIEW
2006-03-20 13:45:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,BAYVIEW
2006-03-20 13:34:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,PARK
2006-03-20 13:15:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,BAYVIEW
2006-03-20 13:08:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,MISSION
2006-03-20 12:30:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Monday,MISSION
2006-03-20 12:30:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,MISSION
2006-03-20 11:45:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Monday,TENDERLOIN
2006-03-20 11:15:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,MISSION
2006-03-20 11:15:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,MISSION
2006-03-12 20:35:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,MISSION
2006-03-12 20:16:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,SOUTHERN
2006-03-12 19:50:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,MISSION
2006-03-12 16:43:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,TENDERLOIN
2006-03-12 13:18:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,INGLESIDE
2006-03-12 13:00:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TARAVAL
2006-03-12 10:35:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,BAYVIEW
2006-03-12 09:53:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,TENDERLOIN
2006-03-12 08:59:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,MISSION
2006-03-12 02:00:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,CENTRAL
2006-03-12 01:14:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,CENTRAL
2006-03-12 00:30:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TARAVAL
2006-03-12 00:01:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,TENDERLOIN
2006-03-11 22:30:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,NORTHERN
2006-03-11 22:10:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,TENDERLOIN
2006-03-11 20:24:00,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Saturday,MISSION
2006-03-11 20:24:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,MISSION
2006-03-11 19:34:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,NORTHERN
2006-03-11 19:12:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Saturday,SOUTHERN
2006-03-11 18:56:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,NORTHERN
2006-03-11 17:35:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Saturday,SOUTHERN
2006-03-11 17:35:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,SOUTHERN
2006-03-11 16:45:00,DRUG/NARCOTIC,POSSESSION OF OPIATES,Saturday,MISSION
2006-03-11 16:45:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,MISSION
2006-03-11 16:45:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Saturday,MISSION
2006-03-11 16:45:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,MISSION
2006-03-11 16:23:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,TENDERLOIN
2006-03-11 16:10:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,TARAVAL
2006-03-11 15:17:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Saturday,TENDERLOIN
2006-03-11 15:10:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,BAYVIEW
2006-03-11 14:27:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,NORTHERN
2006-03-11 13:46:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,MISSION
2006-03-11 12:22:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,MISSION
2006-03-11 12:20:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,MISSION
2006-03-11 12:11:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Saturday,BAYVIEW
2006-03-11 12:11:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,BAYVIEW
2006-03-11 11:44:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,MISSION
2006-03-11 11:44:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,MISSION
2006-03-11 11:07:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Saturday,MISSION
2006-03-11 09:54:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,MISSION
2006-03-11 05:55:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,BAYVIEW
2006-03-11 01:17:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,NORTHERN
2006-03-11 00:01:00,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT PRIVATE PROPERTY",Saturday,CENTRAL
2006-03-10 22:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,RICHMOND
2006-03-10 21:10:00,DRUG/NARCOTIC,POSSESSION OF AMPHETAMINE FOR SALES,Friday,RICHMOND
2006-03-10 21:10:00,DRUG/NARCOTIC,TRANSPORTATION OF AMPHETAMINE,Friday,RICHMOND
2006-03-10 20:12:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,NORTHERN
2006-03-10 19:03:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,SOUTHERN
2006-03-10 18:34:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,MISSION
2006-03-10 17:44:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,BAYVIEW
2006-03-10 17:40:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,TENDERLOIN
2006-03-10 17:15:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,BAYVIEW
2006-03-10 17:00:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,MISSION
2006-03-10 16:00:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Friday,TENDERLOIN
2006-03-10 16:00:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,TENDERLOIN
2006-03-10 15:08:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,TENDERLOIN
2006-03-10 14:15:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,SOUTHERN
2006-03-10 14:03:00,DRUG/NARCOTIC,POSSESSION OF METHADONE,Friday,PARK
2006-03-10 14:03:00,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Friday,PARK
2006-03-10 14:03:00,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Friday,PARK
2006-03-10 13:30:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,NORTHERN
2006-03-10 13:30:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,NORTHERN
2006-03-10 12:39:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,MISSION
2006-03-10 12:38:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Friday,TENDERLOIN
2006-03-10 12:15:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,MISSION
2006-03-10 12:10:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,SOUTHERN
2006-03-10 11:23:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,TENDERLOIN
2006-03-10 10:33:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,TENDERLOIN
2006-03-10 10:30:00,DRUG/NARCOTIC,POSSESSION OF AMPHETAMINE FOR SALES,Friday,MISSION
2006-03-10 10:30:00,DRUG/NARCOTIC,POSSESSION OF HALLUCINOGENIC,Friday,MISSION
2006-03-10 10:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,MISSION
2006-03-10 08:00:00,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY BROOKERS/AGENTS",Friday,SOUTHERN
2006-03-10 02:21:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Friday,NORTHERN
2006-03-10 00:03:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,TENDERLOIN
2006-03-10 00:01:00,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",Friday,SOUTHERN
2006-03-09 22:56:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,NORTHERN
2006-03-09 22:41:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Thursday,NORTHERN
2006-03-09 22:02:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,NORTHERN
2006-03-09 21:22:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,TENDERLOIN
2006-03-09 21:22:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,TENDERLOIN
2006-03-09 20:13:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,SOUTHERN
2006-03-09 20:13:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,SOUTHERN
2006-03-09 20:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,TENDERLOIN
2006-03-09 19:30:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,SOUTHERN
2006-03-09 19:30:00,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Thursday,SOUTHERN
2006-03-09 18:49:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Thursday,SOUTHERN
2006-03-09 18:49:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,SOUTHERN
2006-03-09 18:40:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,MISSION
2006-03-09 18:39:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Thursday,MISSION
2006-03-09 18:27:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,TENDERLOIN
2006-03-09 18:27:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Thursday,TENDERLOIN
2006-03-09 18:05:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Thursday,TENDERLOIN
2006-03-09 18:00:00,DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Thursday,INGLESIDE
2006-03-09 18:00:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Thursday,INGLESIDE
2006-03-09 18:00:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,INGLESIDE
2006-03-09 18:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,INGLESIDE
2006-03-09 17:00:00,DRUG/NARCOTIC,UNDER THE INFLUENCE OF CONTROLLED SUBSTANCES,Thursday,TENDERLOIN
2006-03-09 16:35:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,NORTHERN
2006-03-09 15:58:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,MISSION
2006-03-09 15:45:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,SOUTHERN
2006-03-09 15:40:00,DRUG/NARCOTIC,SALE OF COCAINE,Thursday,NORTHERN
2006-03-09 15:35:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,BAYVIEW
2006-03-09 15:30:00,DRUG/NARCOTIC,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR",Thursday,TENDERLOIN
2006-03-09 15:30:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,PARK
2006-03-09 15:18:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,MISSION
2006-03-09 15:10:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,MISSION
2006-03-09 15:00:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,SOUTHERN
2006-03-09 14:00:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Thursday,MISSION
2006-03-09 13:10:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TENDERLOIN
2006-03-09 13:10:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,TENDERLOIN
2006-03-09 13:10:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Thursday,TENDERLOIN
2006-03-09 12:30:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,TENDERLOIN
2006-03-09 11:59:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,TARAVAL
2006-03-09 11:30:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,MISSION
2006-03-09 10:17:00,DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,Thursday,PARK
2006-03-09 10:12:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,CENTRAL
2006-03-09 10:09:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,PARK
2006-03-09 09:41:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,MISSION
2006-03-09 09:30:00,SUICIDE,SUICIDE BY STRANGULATION,Thursday,BAYVIEW
2006-03-09 08:22:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,SOUTHERN
2006-03-09 07:50:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Thursday,SOUTHERN
